SchoolYear,Total Enrolled in an IHE within 0-48 months,Total % Enrolled in an IHE within 0-48 months,Total Accumulating 24 Credits within 0-12 months,Total % Accumulating 24 Credits  within 0-12 months,Total Accumulating 24 Credits within 0-16 months,Total % Accumulating 24 Credits  within 0-16 months,Total Accumulating 24 Credits within 0-24 months,Total % Accumulating 24 Credits  within 0-24 months,ISD Code,ISD OfficialName,DistrictCode,DistrictOfficialName,BuildingCode,BuildingOfficialName,CharterName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,IHE Type,Subgroup,Gender,Total Graduates (All Students),Total Enrolled in an IHE within 0-6 months,Total % Enrolled in an IHE within 0-6 months,Total Enrolled in an IHE within 0-12 months,Total % Enrolled in an IHE within 0-12 months,Total Enrolled in an IHE within 0-16 months,Total % Enrolled in an IHE within 0-16 months,Total Enrolled in an IHE within 0-24 months,Total % Enrolled in an IHE within 0-24 months,Total Enrolled in an IHE within 0-36 months,Total % Enrolled in an IHE within 0-36 months
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,131,34,25.9542,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,61,29,47.541,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,69,39,56.5217,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,117,57,48.718,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,70,17,24.2857,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,61,17,27.8689,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,130,68,52.3077,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,117,28,23.9316,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,131,68,51.9084,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,69,17,24.6377,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,62,20,32.2581,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,91,57,62.6374,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,66,22,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,25,<10,20,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,68,43,63.2353,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,25,15,60,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,66,42,63.6364,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Four Year,Students With Disabilities,All Students,21,<10,23.8095,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,25,15,60,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,68,21,30.8824,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,25,10,40,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,91,32,35.1648,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,91,25,27.4725,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,68,22,32.3529,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,62,40,64.5161,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,21,<10,23.8095,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,93,32,34.4086,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,93,26,27.957,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,Hispanic/Latino,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,62,20,32.2581,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,66,20,30.303,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,25,<10,20,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Two Year,Hispanic/Latino,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,21,10,47.6191,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,25,10,40,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,93,58,62.3656,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,40,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,38,10,26.3158,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,74,14,18.9189,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,81,19,23.4568,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,41,<10,17.0732,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,40,11,27.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,41,<10,19.5122,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,79,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,41,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,38,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,40,10,25,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,38,11,28.9474,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,81,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,41,<10,17.0732,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,74,16,21.6216,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,74,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,79,17,21.519,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,79,19,24.0506,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,41,<10,19.5122,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,41,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,81,17,20.9877,,,,,,,,
